t_rel_sec,mode,scenario,run_id,fault,drone,battery_pct,state
640.25,fog,large,fog_large_01,none,drone1,52.61,FAILED
640.56,fog,large,fog_large_01,none,drone2,52.95,FAILED
640.64,fog,large,fog_large_01,none,drone0,55.43,FAILED
641.25,fog,large,fog_large_01,none,drone1,52.55,FAILED
641.56,fog,large,fog_large_01,none,drone2,52.89,FAILED
641.64,fog,large,fog_large_01,none,drone0,55.37,FAILED
642.25,fog,large,fog_large_01,none,drone1,52.49,FAILED
642.56,fog,large,fog_large_01,none,drone2,52.83,FAILED
642.64,fog,large,fog_large_01,none,drone0,55.31,FAILED
643.25,fog,large,fog_large_01,none,drone1,52.43,FAILED
643.56,fog,large,fog_large_01,none,drone2,52.77,FAILED
643.64,fog,large,fog_large_01,none,drone0,55.25,FAILED
644.25,fog,large,fog_large_01,none,drone1,52.37,FAILED
644.56,fog,large,fog_large_01,none,drone2,52.71,FAILED
644.64,fog,large,fog_large_01,none,drone0,55.19,FAILED
645.25,fog,large,fog_large_01,none,drone1,52.31,FAILED
645.56,fog,large,fog_large_01,none,drone2,52.65,FAILED
645.64,fog,large,fog_large_01,none,drone0,55.13,FAILED
646.25,fog,large,fog_large_01,none,drone1,52.25,FAILED
646.56,fog,large,fog_large_01,none,drone2,52.59,FAILED
646.64,fog,large,fog_large_01,none,drone0,55.07,FAILED
647.25,fog,large,fog_large_01,none,drone1,52.19,FAILED
647.56,fog,large,fog_large_01,none,drone2,52.53,FAILED
647.64,fog,large,fog_large_01,none,drone0,55.01,FAILED
648.25,fog,large,fog_large_01,none,drone1,52.13,FAILED
648.56,fog,large,fog_large_01,none,drone2,52.47,FAILED
648.64,fog,large,fog_large_01,none,drone0,54.95,FAILED
649.25,fog,large,fog_large_01,none,drone1,52.07,FAILED
649.56,fog,large,fog_large_01,none,drone2,52.41,FAILED
649.64,fog,large,fog_large_01,none,drone0,54.89,FAILED
650.25,fog,large,fog_large_01,none,drone1,52.01,FAILED
650.56,fog,large,fog_large_01,none,drone2,52.35,FAILED
650.64,fog,large,fog_large_01,none,drone0,54.83,FAILED
651.25,fog,large,fog_large_01,none,drone1,51.95,FAILED
651.56,fog,large,fog_large_01,none,drone2,52.29,FAILED
651.64,fog,large,fog_large_01,none,drone0,54.77,FAILED
652.25,fog,large,fog_large_01,none,drone1,51.89,FAILED
652.56,fog,large,fog_large_01,none,drone2,52.23,FAILED
652.64,fog,large,fog_large_01,none,drone0,54.71,FAILED
653.25,fog,large,fog_large_01,none,drone1,51.83,FAILED
653.56,fog,large,fog_large_01,none,drone2,52.17,FAILED
653.64,fog,large,fog_large_01,none,drone0,54.65,FAILED
654.25,fog,large,fog_large_01,none,drone1,51.77,FAILED
654.56,fog,large,fog_large_01,none,drone2,52.11,FAILED
654.64,fog,large,fog_large_01,none,drone0,54.59,FAILED
655.26,fog,large,fog_large_01,none,drone1,51.71,FAILED
655.56,fog,large,fog_large_01,none,drone2,52.05,FAILED
655.64,fog,large,fog_large_01,none,drone0,54.53,FAILED
656.25,fog,large,fog_large_01,none,drone1,51.65,FAILED
656.56,fog,large,fog_large_01,none,drone2,51.99,FAILED
656.64,fog,large,fog_large_01,none,drone0,54.47,FAILED
657.26,fog,large,fog_large_01,none,drone1,51.59,FAILED
657.56,fog,large,fog_large_01,none,drone2,51.93,FAILED
657.64,fog,large,fog_large_01,none,drone0,54.41,FAILED
658.26,fog,large,fog_large_01,none,drone1,51.53,FAILED
658.56,fog,large,fog_large_01,none,drone2,51.87,FAILED
658.64,fog,large,fog_large_01,none,drone0,54.35,FAILED
659.25,fog,large,fog_large_01,none,drone1,51.47,FAILED
659.56,fog,large,fog_large_01,none,drone2,51.81,FAILED
659.64,fog,large,fog_large_01,none,drone0,54.29,FAILED
660.25,fog,large,fog_large_01,none,drone1,51.41,FAILED
660.56,fog,large,fog_large_01,none,drone2,51.75,FAILED
660.64,fog,large,fog_large_01,none,drone0,54.23,FAILED
661.25,fog,large,fog_large_01,none,drone1,51.35,FAILED
661.56,fog,large,fog_large_01,none,drone2,51.69,FAILED
661.64,fog,large,fog_large_01,none,drone0,54.17,FAILED
