t_rel_sec,mode,scenario,run_id,fault,drone,battery_pct,state
325.02,cloud,medium,run_01,fog_down,drone2,58.85,FAILED
325.64,cloud,medium,run_01,fog_down,drone1,58.85,FAILED
325.7,cloud,medium,run_01,fog_down,drone0,58.64,FAILED
326.01,cloud,medium,run_01,fog_down,drone2,58.76,FAILED
326.63,cloud,medium,run_01,fog_down,drone1,58.76,FAILED
326.69,cloud,medium,run_01,fog_down,drone0,58.55,FAILED
327.0,cloud,medium,run_01,fog_down,drone2,58.67,FAILED
327.63,cloud,medium,run_01,fog_down,drone1,58.67,FAILED
327.68,cloud,medium,run_01,fog_down,drone0,58.46,FAILED
328.0,cloud,medium,run_01,fog_down,drone2,58.58,FAILED
328.63,cloud,medium,run_01,fog_down,drone1,58.58,FAILED
328.68,cloud,medium,run_01,fog_down,drone0,58.37,FAILED
329.01,cloud,medium,run_01,fog_down,drone2,58.49,FAILED
329.64,cloud,medium,run_01,fog_down,drone1,58.49,FAILED
329.68,cloud,medium,run_01,fog_down,drone0,58.26,FAILED+UP
330.01,cloud,medium,run_01,fog_down,drone2,58.4,FAILED
330.64,cloud,medium,run_01,fog_down,drone1,58.37,FAILED+UP
330.69,cloud,medium,run_01,fog_down,drone0,58.14,FAILED+UP
331.01,cloud,medium,run_01,fog_down,drone2,58.31,FAILED
331.64,cloud,medium,run_01,fog_down,drone1,58.26,FAILED+UP
331.7,cloud,medium,run_01,fog_down,drone0,58.03,FAILED+UP
332.01,cloud,medium,run_01,fog_down,drone2,58.22,FAILED
332.62,cloud,medium,run_01,fog_down,drone1,58.14,FAILED+UP
332.71,cloud,medium,run_01,fog_down,drone0,57.91,FAILED+UP
333.02,cloud,medium,run_01,fog_down,drone2,58.13,FAILED
333.64,cloud,medium,run_01,fog_down,drone1,58.03,FAILED+UP
333.69,cloud,medium,run_01,fog_down,drone0,57.82,FAILED
334.01,cloud,medium,run_01,fog_down,drone2,58.04,FAILED
334.66,cloud,medium,run_01,fog_down,drone1,57.94,FAILED
334.7,cloud,medium,run_01,fog_down,drone0,57.73,FAILED
335.02,cloud,medium,run_01,fog_down,drone2,57.95,FAILED
335.67,cloud,medium,run_01,fog_down,drone1,57.85,FAILED
335.68,cloud,medium,run_01,fog_down,drone0,57.64,FAILED
